title,provide_salary,company_type,company_size,company_ind,area,experience,education,number,min_wage,max_wage,avg_wage
ETL开发工程师,0.8-1.5万/月,民营公司,少于50人,计算机软件,杭州-萧山区,2年经验,本科,招3人,0.8,1.5,1.1
高薪诚聘客户经理（六险二金）,1-1.5万/月,上市公司,10000人以上,金融/投资/证券,青岛-市北区,1年经验,大专,招3人,1.0,1.5,1.2
B2B网络优化总裁,50-60万/年,民营公司,50-150人,快速消费品(食品、饮料、化妆品),上海-松江区,10年以上经验,本科,招1人,4.2,5.0,4.6
月均过万茅台五粮液酒水销售,1-1.5万/月,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),武汉,无需经验,中专,招10人,1.0,1.5,1.2
软件产品经理,0.6-1万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),成都-高新区,5-7年经验,本科,招6人,0.6,1.0,0.8
数据治理开发经理,3-4万/月,民营公司,500-1000人,互联网/电子商务,上海-浦东新区,5-7年经验,本科,招1人,3.0,4.0,3.5
技术经理,1.5-2万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),上海-闵行区,5-7年经验,本科,招若干人,1.5,2.0,1.8
销售经理,1-1.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),上海-闵行区,5-7年经验,本科,招若干人,1.0,1.5,1.2
服装外贸业务员,0.7-1万/月,民营公司,50-150人,服装/纺织/皮革,广州-白云区,1年经验,大专,招若干人,0.7,1.0,0.8
数据库工程师,4.5-6千/月,民营公司,少于50人,制药/生物工程,武汉-东湖新技术产业开发区,2年经验,大专,招1人,0.5,0.6,0.6
云计算 IDC销售（急聘）,0.8-1.2万/月,民营公司,少于50人,通信/电信/网络设备,上海-静安区,2年经验,大专,招2人,0.8,1.2,1.0
安防工程师（4500-6000）,4.5-6千/月,民营公司,少于50人,建筑/建材/工程,郑州-金水区,2年经验,大专,招2人,0.5,0.6,0.6
销售经理,1-1.5万/月,民营公司,少于50人,环保,南通,3-4年经验,中专,招若干人,1.0,1.5,1.2
[有经验的] 前端开发,6-9千/月,民营公司,50-150人,计算机软件,济南-高新区,2年经验,大专,招2人,0.6,0.9,0.8
链家地产销售/底薪5000+高提成+就近安排,1-1.5万/月,民营公司,500-1000人,房地产,合肥-蜀山区,1年经验,本科,招8人,1.0,1.5,1.2
数据库工程师,6-8千/月,民营公司,暂无,金融/投资/证券,青岛-市南区,1年经验,暂无,招2人,0.6,0.8,0.7
就近分配 底薪6000 大平台资源多 销售精英,6-8千/月,民营公司,1000-5000人,中介服务,南京-建邺区,1年经验,大专,招12人,0.6,0.8,0.7
销售经理,1.5-2万/月,民营公司,500-1000人,电子技术/半导体/集成电路,苏州,2年经验,大专,招2人,1.5,2.0,1.8
商务拓展经理,1-1.5万/月,上市公司,500-1000人,建筑/建材/工程,上海-长宁区,3-4年经验,大专,招1人,1.0,1.5,1.2
耳机产品经理（销售方向）,1.5-2万/月,民营公司,少于50人,房地产,异地招聘,3-4年经验,大专,招1人,1.5,2.0,1.8
运维工程师,0.8-1.2万/月,民营公司,50-150人,计算机软件,北京-朝阳区,5-7年经验,本科,招1人,0.8,1.2,1.0
高级营销策划（互联网，SaaS产品）,1.5-2万/月,民营公司,150-500人,互联网/电子商务,广州-天河区,5-7年经验,大专,招1人,1.5,2.0,1.8
数据可视化分析师,0.8-1.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),深圳,2年经验,本科,招若干人,0.8,1.5,1.1
IT硬件/系统集成/月薪上万/惠州/售前技术工程师,1-2万/月,民营公司,150-500人,计算机硬件,惠州,2年经验,大专,招2人,1.0,2.0,1.5
数据分析师,0.6-1万/月,民营公司,50-150人,快速消费品(食品、饮料、化妆品),广州-天河区,2年经验,本科,招1人,0.6,1.0,0.8
数据分析助理（双休）,10-15万/年,外资（欧美）,50-150人,机械/设备/重工,深圳-南山区,2年经验,大专,招1人,0.8,1.2,1.0
链家经纪人 底薪6000 六险两金  门店销售,0.7-1万/月,民营公司,暂无,房地产,南京-江宁区,无需经验,大专,招20人,0.7,1.0,0.8
销售,10-20万/年,民营公司,50-150人,通信/电信运营、增值服务,上海,3-4年经验,大专,招2人,0.8,1.7,1.2
行政主管/办公室主任,0.6-1万/月,民营公司,150-500人,环保,深圳-南山区,3-4年经验,大专,招1人,0.6,1.0,0.8
运营主管,6-8千/月,民营公司,150-500人,贸易/进出口,东莞-万江区,2年经验,大专,招1人,0.6,0.8,0.7
销售代表（高底薪高提成）,0.8-1.2万/月,民营公司,150-500人,计算机软件,苏州-姑苏区,无需经验,暂无,招5人,0.8,1.2,1.0
算法工程师,2-2.5万/月,民营公司,50-150人,通信/电信运营、增值服务,上海-松江区,5-7年经验,本科,招若干人,2.0,2.5,2.2
数据通信专业负责人高薪,4.5-6千/月,民营公司,50-150人,计算机硬件,哈尔滨-香坊区,无需经验,大专,招3人,0.5,0.6,0.6
算法工程师,1-1.5万/月,合资,50-150人,计算机软件,上海-浦东新区,2年经验,本科,招1人,1.0,1.5,1.2
产品经理,0.8-1.5万/月,民营公司,暂无,计算机软件,南京-江宁区,2年经验,本科,招1人,0.8,1.5,1.1
电话销售主管/电销主管,0.6-1.2万/月,民营公司,150-500人,教育/培训/院校,武汉-洪山区,3-4年经验,本科,招1人,0.6,1.2,0.9
亚马逊运营专员,0.7-1万/月,民营公司,150-500人,电子技术/半导体/集成电路,上海-青浦区,3-4年经验,本科,招若干人,0.7,1.0,0.8
数据研发工程师,1-1.5万/月,民营公司,500-1000人,中介服务,深圳-福田区,2年经验,本科,招1人,1.0,1.5,1.2
算法工程师,1-2万/月,民营公司,50-150人,计算机软件,成都-新津县,3-4年经验,本科,招4人,1.0,2.0,1.5
置业顾问（底薪3000）高提成 长青湾店,0.6-1万/月,民营公司,1000-5000人,房地产,沈阳-浑南区,无需经验,大专,招5人,0.6,1.0,0.8
招商总监,30-40万/年,合资,少于50人,影视/媒体/艺术/文化传播,深圳-福田区,3-4年经验,本科,招2人,2.5,3.3,2.9
跨境电商运营经理,12-18万/年,民营公司,少于50人,贸易/进出口,宁波-海曙区,3-4年经验,大专,招2人,1.0,1.5,1.2
高级技术工程师,1-1.5万/月,民营公司,50-150人,计算机硬件,北京-海淀区,2年经验,本科,招1人,1.0,1.5,1.2
产品经理（金融APP软件）,2.5-3万/月,外资（非欧美）,150-500人,计算机软件,上海-浦东新区,3-4年经验,本科,招1人,2.5,3.0,2.8
产业经济研究员/经济咨询师,0.8-1.2万/月,民营公司,少于50人,学术/科研,上海-浦东新区,1年经验,硕士,招3人,0.8,1.2,1.0
销售工程师,15-50万/年,民营公司,50-150人,仪器仪表/工业自动化,重庆-渝北区,2年经验,大专,招10人,1.2,4.2,2.7
Data Analyst 数据分析师,1.2-1.4万/月,外资（非欧美）,少于50人,专业服务(咨询、人力资源、财会),上海,2年经验,本科,招1人,1.2,1.4,1.3
保底8k提供住宿房产经纪人,1.5-2万/月,外资（非欧美）,5000-10000人,中介服务,上海-松江区,无需经验,大专,招8人,1.5,2.0,1.8
UI设计师,0.5-1.5万/月,民营公司,50-150人,计算机软件,苏州,2年经验,大专,招1人,0.5,1.5,1.0
前端开发工程师,15-30万/年,民营公司,50-150人,通信/电信/网络设备,深圳-福田区,2年经验,本科,招2人,1.2,2.5,1.9
运营中心数据专员,4-7千/月,民营公司,150-500人,互联网/电子商务,异地招聘,无需经验,大专,招1人,0.4,0.7,0.6
数据分析文员（双休+五险一金+带薪年假）,4-6.5千/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),西安-碑林区,无需经验,大专,招9人,0.4,0.7,0.6
院校专业主任,0.8-1万/月,民营公司,500-1000人,教育/培训/院校,丽水,3-4年经验,硕士,招15人,0.8,1.0,0.9
平台运营经理（物流）,1.5-2万/月,国企,1000-5000人,交通/运输/物流,成都-金牛区,5-7年经验,本科,招1人,1.5,2.0,1.8
研究员,6-8千/月,创业公司,少于50人,专业服务(咨询、人力资源、财会),广州-黄埔区,1年经验,本科,招1人,0.6,0.8,0.7
数据分析师,0.6-1万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),广州-海珠区,2年经验,本科,招2人,0.6,1.0,0.8
数据经理,1-2万/月,民营公司,暂无,互联网/电子商务,广州-花都区,5-7年经验,大专,招1人,1.0,2.0,1.5
售前讲师,4-5千/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),济南-历下区,1年经验,大专,招1人,0.4,0.5,0.5
IE数据分析师,0.8-1万/月,民营公司,少于50人,计算机软件,广州-番禺区,3-4年经验,中专,招2人,0.8,1.0,0.9
产品运营经理,0.8-1万/月,民营公司,暂无,教育/培训/院校,南京-栖霞区,1年经验,大专,招3人,0.8,1.0,0.9
中国电信云公司接入客服,5-8千/月,国企,500-1000人,通信/电信运营、增值服务,北京-海淀区,1年经验,大专,招5人,0.5,0.8,0.7
高级数据科学家,2.5-3.5万/月,创业公司,50-150人,医疗设备/器械,苏州,3-4年经验,本科,招1人,2.5,3.5,3.0
项目经理（IT项目）,1.5-2.5万/月,民营公司,少于50人,计算机软件,北京-海淀区,2年经验,大专,招2人,1.5,2.5,2.0
高级前端开发工程师,1.4-1.8万/月,民营公司,50-150人,计算机软件,广州-海珠区,5-7年经验,大专,招1人,1.4,1.8,1.6
ETL开发工程师,2-2.5万/月,民营公司,50-150人,计算机软件,杭州,3-4年经验,大专,招8人,2.0,2.5,2.2
采购计划,0.6-1万/月,合资,1000-5000人,电子技术/半导体/集成电路,常州,5-7年经验,本科,招1人,0.6,1.0,0.8
高级运维工程师,1.8-3万/月,合资,150-500人,互联网/电子商务,上海-徐汇区,5-7年经验,本科,招1人,1.8,3.0,2.4
用户运营主管,0.7-1.3万/月,民营公司,50-150人,互联网/电子商务,南京-建邺区,3-4年经验,本科,招1人,0.7,1.3,1.0
生信数据工程师,1-1.8万/月,合资,150-500人,制药/生物工程,苏州-工业园区,2年经验,硕士,招2人,1.0,1.8,1.4
售前支持（五险一金+双休）,3.7-7千/月,合资,暂无,计算机软件,郑州-郑东新区,3-4年经验,大专,招2人,0.4,0.7,0.6
数据分析  双休 五险一金 14薪i,6-8千/月,上市公司,10000人以上,房地产,东莞-东城区,3-4年经验,本科,招1人,0.6,0.8,0.7
线上运营主管,0.8-1.2万/月,国企,150-500人,房地产,杭州-滨江区,3-4年经验,本科,招1人,0.8,1.2,1.0
211/985 底薪8000 火热销售/销售顾问,1-1.5万/月,民营公司,1000-5000人,房地产,上海-黄浦区,1年经验,本科,招20人,1.0,1.5,1.2
大客户销售,1-2万/月,国企,50-150人,计算机服务(系统、数据服务、维修),北京-西城区,无需经验,大专,招5人,1.0,2.0,1.5
软件运维工程师,4.5-6千/月,民营公司,50-150人,互联网/电子商务,郑州-金水区,3-4年经验,本科,招2人,0.5,0.6,0.6
软件研发经理/CTO,1.5-3.5万/月,民营公司,50-150人,仪器仪表/工业自动化,上海-金山区,3-4年经验,本科,招1人,1.5,3.5,2.5
技术总监,2-2.5万/月,民营公司,少于50人,批发/零售,上海,10年以上经验,本科,招若干人,2.0,2.5,2.2
销售经理,2-2.5万/月,民营公司,少于50人,计算机软件,苏州-工业园区,5-7年经验,大专,招2人,2.0,2.5,2.2
市场调研经理/消费者洞察经理 (MJ000144),1.3-2万/月,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),广州-白云区,3-4年经验,大专,招1人,1.3,2.0,1.6
文字编辑,6-8千/月,民营公司,少于50人,教育/培训/院校,北京-海淀区,无需经验,大专,招10人,0.6,0.8,0.7
数据分析师,1.5-2万/月,创业公司,50-150人,互联网/电子商务,北京-朝阳区,3-4年经验,本科,招1人,1.5,2.0,1.8
数据分析师,6-8万/年,民营公司,少于50人,仪器仪表/工业自动化,南京,无需经验,大专,招1人,0.5,0.7,0.6
销售主管,1-1.5万/月,外资（非欧美）,150-500人,建筑/建材/工程,无锡-江阴市,5-7年经验,大专,招2人,1.0,1.5,1.2
8k销售管家+提供住宿+房产经纪人,0.8-1万/月,外资（欧美）,5000-10000人,中介服务,上海-松江区,无需经验,大专,招10人,0.8,1.0,0.9
客服/客服专员（南山急聘）,5-9千/月,民营公司,50-150人,汽车,深圳-南山区,无需经验,中专,招2人,0.5,0.9,0.7
商品主管,0.7-1万/月,民营公司,1000-5000人,服装/纺织/皮革,成都-金牛区,3-4年经验,大专,招1人,0.7,1.0,0.8
智慧工厂研究员,2-2.5万/月,民营公司,5000-10000人,建筑/建材/工程,深圳,无需经验,博士,招2人,2.0,2.5,2.2
销售工程师,0.8-2万/月,民营公司,少于50人,电子技术/半导体/集成电路,深圳-宝安区,1年经验,大专,招3人,0.8,2.0,1.4
市场营销经理,0.8-1万/月,民营公司,1000-5000人,互联网/电子商务,南京,3-4年经验,大专,招3人,0.8,1.0,0.9
销售代表,0.5-1万/月,民营公司,50-150人,计算机软件,上海-闵行区,1年经验,大专,招2人,0.5,1.0,0.8
大客户代表8000-提供住宿-社保,1-1.5万/月,外资（非欧美）,5000-10000人,中介服务,上海-静安区,无需经验,大专,招7人,1.0,1.5,1.2
数据分析,0.6-1万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),青岛-市北区,无需经验,大专,招3人,0.6,1.0,0.8
IT经理,20-30万/年,上市公司,10000人以上,房地产,南京-建邺区,3-4年经验,大专,招1人,1.7,2.5,2.1
招聘经理,1.2-2.5万/月,民营公司,50-150人,计算机软件,深圳-南山区,2年经验,大专,招若干人,1.2,2.5,1.9
高学历高颜值贝壳签约经理+上市公司+五险一金,10-15万/年,民营公司,10000人以上,互联网/电子商务,苏州-工业园区,3-4年经验,本科,招4人,0.8,1.2,1.0
大客户销售,8-10万/年,上市公司,50-150人,计算机软件,重庆-渝北区,3-4年经验,本科,招5人,0.7,0.8,0.8
高级项目经理,1-2万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),广州-天河区,3-4年经验,大专,招1人,1.0,2.0,1.5
机器学习工程师,20-40万/年,事业单位,50-150人,原材料和加工,苏州-相城区,2年经验,硕士,招1人,1.7,3.3,2.5
品牌推广专员,4.5-6千/月,民营公司,150-500人,多元化业务集团公司,广州-海珠区,2年经验,大专,招若干人,0.5,0.6,0.6
阿里巴巴国际站运营,0.8-1万/月,民营公司,少于50人,贸易/进出口,深圳-福田区,1年经验,大专,招2人,0.8,1.0,0.9
房产销售代表-链家直聘&弹性工作,6-8千/月,民营公司,10000人以上,房地产,沈阳-沈北新区,无需经验,大专,招12人,0.6,0.8,0.7
技术经理,1.5-1.8万/月,民营公司,少于50人,互联网/电子商务,重庆-沙坪坝区,10年以上经验,本科,招1人,1.5,1.8,1.6
客户执行（电商）,6-8千/月,民营公司,50-150人,文字媒体/出版,上海-长宁区,2年经验,大专,招若干人,0.6,0.8,0.7
研发工程师—苏研院孵化项目（远辰）,0.6-1万/月,事业单位,少于50人,学术/科研,苏州-工业园区,2年经验,本科,招2人,0.6,1.0,0.8
项目经理,1-1.5万/月,民营公司,少于50人,计算机软件,南京-栖霞区,5-7年经验,大专,招1人,1.0,1.5,1.2
广州链家置业顾问（五险一金+带薪年假+高底薪）,0.8-1万/月,合资,10000人以上,房地产,广州-海珠区,1年经验,大专,招5人,0.8,1.0,0.9
销售经理（云计算方向）,0.6-1.5万/月,民营公司,50-150人,互联网/电子商务,广州-天河区,1年经验,大专,招5人,0.6,1.5,1.1
总经理助理,5-8千/月,民营公司,少于50人,家居/室内设计/装潢,广州-天河区,3-4年经验,大专,招1人,0.5,0.8,0.7
6-10k  产品开发+五险一金,0.6-1万/月,民营公司,50-150人,互联网/电子商务,广州-海珠区,1年经验,大专,招若干人,0.6,1.0,0.8
售前工程师,0.8-1.5万/月,民营公司,500-1000人,通信/电信/网络设备,深圳-南山区,2年经验,大专,招1人,0.8,1.5,1.1
高级咨询顾问,0,外资（非欧美）,500-1000人,互联网/电子商务,北京,1年经验,本科,招1人,0.0,0.0,0.0
需求分析师（通信数据）,0.7-1.2万/月,民营公司,50-150人,通信/电信/网络设备,北京,1年经验,大专,招若干人,0.7,1.2,0.9
信息文员/销售数据支持,4.5-6千/月,外资（非欧美）,500-1000人,快速消费品(食品、饮料、化妆品),成都-武侯区,2年经验,本科,招1人,0.5,0.6,0.6
销售经理,1-1.5万/月,合资,150-500人,计算机软件,西安-高新技术产业开发区,3-4年经验,大专,招1人,1.0,1.5,1.2
中级测试工程师,0.7-1.4万/月,民营公司,50-150人,计算机软件,成都-武侯区,3-4年经验,本科,招1人,0.7,1.4,1.0
销售经理,0.5-1万/月,民营公司,少于50人,环保,上海-闵行区,2年经验,大专,招8人,0.5,1.0,0.8
销售经理（系统集成、智慧社区、智慧城市、软件）,1.5-3.5万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),北京-西城区,5-7年经验,大专,招3人,1.5,3.5,2.5
教研教学经理（AI方向）,0.6-1.5万/月,民营公司,50-150人,互联网/电子商务,武汉-洪山区,3-4年经验,本科,招1人,0.6,1.5,1.1
地产渠道分销专员/经理,1-2.5万/月,民营公司,50-150人,房地产,佛山-南海区,1年经验,暂无,招3人,1.0,2.5,1.8
运营专员,4-8千/月,合资,50-150人,互联网/电子商务,武汉-硚口区,1年经验,本科,招1人,0.4,0.8,0.6
软件实施工程师,0.7-1万/月,民营公司,150-500人,计算机软件,南京-雨花台区,1年经验,大专,招3人,0.7,1.0,0.8
招聘专员,4-7千/月,民营公司,500-1000人,计算机软件,南京,3-4年经验,大专,招2人,0.4,0.7,0.6
总工程师（教授级高工）,2.5-3万/月,国企,150-500人,机械/设备/重工,异地招聘,10年以上经验,本科,招1人,2.5,3.0,2.8
律师,10-18万/年,民营公司,少于50人,法律,广州,2年经验,本科,招若干人,0.8,1.5,1.1
销售 无责底薪4K+五险,0.8-1.8万/月,民营公司,150-500人,教育/培训/院校,郑州-金水区,无需经验,大专,招50人,0.8,1.8,1.3
WMS售前工程师,0.8-1.5万/月,上市公司,少于50人,计算机软件,杭州-滨江区,3-4年经验,大专,招1人,0.8,1.5,1.1
贝壳平台网络专员 无责任底薪 正地铁口,1-2万/月,民营公司,少于50人,房地产,深圳-宝安区,无需经验,高中,招30人,1.0,2.0,1.5
房产经纪人/5500底薪/师傅带教,6-8千/月,民营公司,10000人以上,房地产,重庆-南岸区,无需经验,大专,招6人,0.6,0.8,0.7
销售+保底8k+提供住宿+房产经纪人,1-1.5万/月,外资（欧美）,5000-10000人,计算机软件,上海-静安区,无需经验,大专,招8人,1.0,1.5,1.2
网络运维工程师,4.5-6千/月,民营公司,少于50人,建筑/建材/工程,武汉-江岸区,2年经验,大专,招1人,0.5,0.6,0.6
财务出纳,3.5-4千/月,创业公司,少于50人,影视/媒体/艺术/文化传播,南昌-红谷滩新区,2年经验,大专,招3人,0.3,0.4,0.3
地铁口-销售代表8K+五险一金+晋升快,0.8-1万/月,民营公司,1000-5000人,房地产,南京-秦淮区,无需经验,高中,招若干人,0.8,1.0,0.9
CIO/首席信息官,1.5-3.5万/月,上市公司,500-1000人,服装/纺织/皮革,上海-长宁区,3-4年经验,本科,招1人,1.5,3.5,2.5
短视频运营,0.6-1.2万/月,民营公司,150-500人,影视/媒体/艺术/文化传播,深圳-福田区,2年经验,大专,招1人,0.6,1.2,0.9
商品企划专员,0.8-1万/月,民营公司,1000-5000人,服装/纺织/皮革,广州-荔湾区,2年经验,大专,招2人,0.8,1.0,0.9
市场主管（地产行业）,1.2-1.3万/月,民营公司,150-500人,建筑/建材/工程,上海-杨浦区,3-4年经验,本科,招1人,1.2,1.3,1.2
业务管理/商务管理,5-8千/月,民营公司,50-150人,通信/电信/网络设备,深圳,无需经验,本科,招1人,0.5,0.8,0.7
钻展推广,1-2万/月,民营公司,少于50人,互联网/电子商务,广州-海珠区,3-4年经验,大专,招2人,1.0,2.0,1.5
销售经理,1-1.5万/月,民营公司,50-150人,计算机软件,南京-秦淮区,5-7年经验,大专,招1人,1.0,1.5,1.2
高薪诚聘商务BD,0.6-1.5万/月,合资,少于50人,计算机软件,徐州-鼓楼区,1年经验,大专,招5人,0.6,1.5,1.1
集士港4K+提成轻松过万,0.8-1.5万/月,民营公司,少于50人,中介服务,宁波-海曙区,无需经验,高中,招10人,0.8,1.5,1.1
淘宝天猫运营,6-8千/月,合资,50-150人,家具/家电/玩具/礼品,深圳-宝安区,2年经验,本科,招4人,0.6,0.8,0.7
软件产品经理,2-2.5万/月,民营公司,少于50人,通信/电信/网络设备,上海-闵行区,3-4年经验,本科,招1人,2.0,2.5,2.2
天猫运营专员,0.8-1万/月,民营公司,50-150人,贸易/进出口,深圳-龙岗区,2年经验,大专,招2人,0.8,1.0,0.9
销售业务员+高提成+社保,1-1.5万/月,民营公司,50-150人,房地产,宁波-鄞州区,无需经验,暂无,招12人,1.0,1.5,1.2
Web前端开发工程师,6-8千/月,民营公司,少于50人,计算机软件,郑州-中原区,1年经验,大专,招5人,0.6,0.8,0.7
底薪6000起房产销售+包住宿+社保,0.6-2万/月,民营公司,少于50人,房地产,武汉-武昌区,无需经验,暂无,招10人,0.6,2.0,1.3
跨境电商运营,1-1.5万/月,民营公司,150-500人,仪器仪表/工业自动化,深圳-龙华区,1年经验,大专,招若干人,1.0,1.5,1.2
数据银行分析师（懂天猫数据银行/日语优先）,1-1.5万/月,外资（非欧美）,50-150人,办公用品及设备,上海,3-4年经验,本科,招1人,1.0,1.5,1.2
Y房地产销售（储备经理）,6-8千/月,上市公司,500-1000人,房地产,福州-仓山区,无需经验,大专,招10人,0.6,0.8,0.7
市场渠道专员,0.8-1万/月,民营公司,少于50人,检测，认证,宜昌,3-4年经验,大专,招3人,0.8,1.0,0.9
产品经理,1-1.2万/月,民营公司,50-150人,计算机软件,南京-雨花台区,3-4年经验,本科,招2人,1.0,1.2,1.1
Amazon亚马逊法语运营专员,4-8千/月,民营公司,少于50人,贸易/进出口,苏州-工业园区,无需经验,本科,招2人,0.4,0.8,0.6
行业解决方案工程师,0.6-1.2万/月,民营公司,150-500人,计算机软件,郑州-高新区,2年经验,大专,招2人,0.6,1.2,0.9
销售代表,1-2万/月,合资,150-500人,批发/零售,上海,2年经验,大专,招若干人,1.0,2.0,1.5
产品需求分析师,0.8-1.5万/月,民营公司,150-500人,医疗设备/器械,广州,3-4年经验,大专,招1人,0.8,1.5,1.1
产品工程师,0.8-1.5万/月,民营公司,150-500人,建筑/建材/工程,深圳,2年经验,大专,招1人,0.8,1.5,1.1
销售+保底8k+提供住宿+房产经纪人,1-1.5万/月,外资（非欧美）,5000-10000人,中介服务,上海-普陀区,无需经验,大专,招8人,1.0,1.5,1.2
高级咨询顾问,2.2-2.8万/月,民营公司,暂无,计算机软件,深圳-南山区,3-4年经验,本科,招1人,2.2,2.8,2.5
系统开发工程师,1-1.8万/月,国企,150-500人,金融/投资/证券,成都,5-7年经验,本科,招1人,1.0,1.8,1.4
数据库运维工程师,0.8-1万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),上海-徐汇区,3-4年经验,本科,招1人,0.8,1.0,0.9
数据平台开发工程师,1.5-2万/月,外资（非欧美）,50-150人,计算机软件,上海-浦东新区,3-4年经验,本科,招2人,1.5,2.0,1.8
产品经理,1.5-3万/月,国企,150-500人,建筑/建材/工程,上海-静安区,5-7年经验,本科,招1人,1.5,3.0,2.2
开发经理,2-3.5万/月,民营公司,少于50人,互联网/电子商务,深圳-南山区,3-4年经验,本科,招1人,2.0,3.5,2.8
技术研究 （安全攻防方向）-银联总部上班,1.5-2万/月,民营公司,50-150人,计算机软件,上海-浦东新区,1年经验,本科,招若干人,1.5,2.0,1.8
AD商品专员,0.5-1.5万/月,民营公司,50-150人,批发/零售,无锡,1年经验,暂无,招若干人,0.5,1.5,1.0
品牌策划经理,1.2-1.8万/月,民营公司,50-150人,房地产,广州-番禺区,3-4年经验,大专,招若干人,1.2,1.8,1.5
SaaS软件销售经理,1-1.5万/月,民营公司,50-150人,计算机软件,深圳-福田区,2年经验,本科,招5人,1.0,1.5,1.2
数据专员 产品数据分析,4.5-6千/月,民营公司,150-500人,批发/零售,深圳-罗湖区,1年经验,大专,招1人,0.5,0.6,0.6
链家房产销售代表,0.8-1.2万/月,民营公司,暂无,中介服务,沈阳-浑南区,无需经验,本科,招10人,0.8,1.2,1.0
数据分析专员,5-8千/月,民营公司,1000-5000人,电子技术/半导体/集成电路,杭州,2年经验,本科,招1人,0.5,0.8,0.7
产品经理（电子档案）,1.5-2万/月,民营公司,少于50人,计算机软件,深圳-宝安区,3-4年经验,本科,招2人,1.5,2.0,1.8
客服专员,0.8-1万/月,民营公司,50-150人,金融/投资/证券,广州-天河区,无需经验,中技,招5人,0.8,1.0,0.9
大客户经理,1-1.5万/月,民营公司,150-500人,计算机软件,广州-黄埔区,3-4年经验,本科,招1人,1.0,1.5,1.2
互联网产品经理,0.8-1.3万/月,民营公司,少于50人,互联网/电子商务,广州-白云区,2年经验,本科,招1人,0.8,1.3,1.1
包住无责8K高提成内部晋升带薪培训,1-1.5万/月,外资（欧美）,5000-10000人,计算机软件,上海-浦东新区,无需经验,大专,招8人,1.0,1.5,1.2
链家置业顾问/六险二金,0.8-1.5万/月,民营公司,1000-5000人,中介服务,南京-鼓楼区,无需经验,大专,招20人,0.8,1.5,1.1
链家房产经纪人+五险+提成+师傅带教+就近安排,0.8-1万/月,民营公司,1000-5000人,房地产,合肥-包河区,无需经验,大专,招8人,0.8,1.0,0.9
销售顾问（软件销售）,0.8-1.5万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),无锡-梁溪区,1年经验,高中,招5人,0.8,1.5,1.1
数据管理相关专业,0.6-1万/月,事业单位,500-1000人,教育/培训/院校,武汉-洪山区,1年经验,硕士,招2人,0.6,1.0,0.8
专利工程师（人工智能、智能车方向）,1-1.5万/月,民营公司,50-150人,学术/科研,南京-雨花台区,无需经验,硕士,招30人,1.0,1.5,1.2
中国平安高薪诚聘保险+银行+证券业务经理,2-2.5万/月,合资,暂无,金融/投资/证券,广州-天河区,1年经验,大专,招5人,2.0,2.5,2.2
智能化研发工程师,5-8千/月,国企,50-150人,建筑/建材/工程,天津-西青区,5-7年经验,本科,招1人,0.5,0.8,0.7
数据引擎开发专家,4-8万/月,民营公司,150-500人,计算机软件,北京,3-4年经验,本科,招1人,4.0,8.0,6.0
数据分析IT经理,2-2.5万/月,民营公司,500-1000人,多元化业务集团公司,上海,8-9年经验,本科,招若干人,2.0,2.5,2.2
链家房产销售代表/内部培训/晋升通道,0.8-1.5万/月,民营公司,1000-5000人,中介服务,南京,无需经验,大专,招20人,0.8,1.5,1.1
药物化学主管（阿尔脉）,3-3.6万/月,事业单位,50-150人,制药/生物工程,苏州-工业园区,3-4年经验,博士,招1人,3.0,3.6,3.3
跟单主管,0.8-1.5万/月,民营公司,50-150人,互联网/电子商务,广州-白云区,3-4年经验,大专,招若干人,0.8,1.5,1.1
软件实施工程师,10-20万/年,民营公司,少于50人,教育/培训/院校,佛山-南海区,3-4年经验,本科,招3人,0.8,1.7,1.2
销售顾问,6-8千/月,民营公司,50-150人,互联网/电子商务,郑州-金水区,3-4年经验,大专,招10人,0.6,0.8,0.7
高薪销售代表+五险一金+客户资源,1-1.5万/月,民营公司,150-500人,互联网/电子商务,广州-天河区,1年经验,暂无,招10人,1.0,1.5,1.2
数据库工程师,0.6-1万/月,民营公司,少于50人,计算机软件,异地招聘,无需经验,本科,招5人,0.6,1.0,0.8
解决方案开发工程师,20-40万/年,事业单位,50-150人,学术/科研,上海-浦东新区,3-4年经验,本科,招2人,1.7,3.3,2.5
软件测试工程师,1.5-2.5万/月,民营公司,50-150人,计算机软件,杭州-西湖区,5-7年经验,本科,招1人,1.5,2.5,2.0
销售顾问,0.7-1万/月,民营公司,150-500人,金融/投资/证券,成都-锦江区,无需经验,大专,招3人,0.7,1.0,0.8
