title,provide_salary,company_type,company_size,company_ind,attribute
软件需求经理,0.8-1.5万/月,民营公司,150-500人,计算机软件,"['武汉-洪山区', '5-7年经验', '本科', '招1人']"
高级软件工程师,1-1.5万/月,民营公司,50-150人,电子技术/半导体/集成电路,"['深圳-光明新区', '3-4年经验', '本科', '招2人']"
Java开发工程师,0.7-1.2万/月,民营公司,150-500人,通信/电信运营、增值服务,"['厦门', '1年经验', '大专', '招5人']"
Java开发工程师,1.2-1.5万/月,民营公司,150-500人,多元化业务集团公司,"['上海-虹口区', '3-4年经验', '本科', '招2人']"
系统架构师,2.5-4万/月,民营公司,150-500人,计算机软件,"['苏州-工业园区', '8-9年经验', '本科', '招1人']"
Java开发工程师,1-1.7万/月,国企,500-1000人,计算机软件,"['北京-丰台区', '2年经验', '本科', '招10人']"
软件开发工程师,6-8千/月,民营公司,,电子技术/半导体/集成电路,"['西安-高新技术产业开发区', '2年经验', '大专', '招2人']"
软件工程师,0.8-1万/月,民营公司,少于50人,计算机软件,"['长春-南关区', '3-4年经验', '本科', '招若干人']"
软件开发工程师,0.6-1.3万/月,民营公司,150-500人,多元化业务集团公司,"['异地招聘', '3-4年经验', '本科', '招3人']"
PHP架构师,2.5-3.5万/月,民营公司,,计算机软件,"['上海-普陀区', '5-7年经验', '本科', '招1人']"
Java架构师,3.5-5万/月,民营公司,150-500人,互联网/电子商务,"['上海', '5-7年经验', '大专', '招2人']"
PHP高级开发工程师,1.5-2万/月,民营公司,50-150人,影视/媒体/艺术/文化传播,"['上海-闵行区', '3-4年经验', '大专', '招1人']"
数智化工程师,15-20万/年,国企,5000-10000人,建筑/建材/工程,"['合肥-高新区', '无需经验', '本科', '招若干人']"
C++开发工程师,1-1.5万/月,民营公司,少于50人,计算机软件,"['异地招聘', '2年经验', '大专', '招若干人']"
Java开发工程师-天津,0.8-1.5万/月,上市公司,1000-5000人,计算机软件,"['天津', '3-4年经验', '本科', '招5人']"
CRM工程师 (15-25K，14薪),20-30万/年,民营公司,50-150人,公关/市场推广/会展,"['上海-浦东新区', '1年经验', '大专', '招2人']"
招标工程师（ERP系统）,1.5-2.5万/月,民营公司,10000人以上,房地产,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
Java开发经理,2.5-3.5万/月,民营公司,50-150人,生活服务,"['杭州-滨江区', '5-7年经验', '本科', '招1人']"
并行计算高级工程师,1.5-2万/月,民营公司,少于50人,计算机软件,"['无锡-滨湖区', '3-4年经验', '本科', '招5人']"
CRM开发工程师,1.5-3万/月,民营公司,1000-5000人,金融/投资/证券,"['上海-浦东新区', '2年经验', '本科', '招2人']"
云平台架构师,15-50万/年,国企,10000人以上,汽车,"['武汉-武汉经济开发区', '3-4年经验', '本科', '招1人']"
Java开发工程师,1.5-2.5万/月,合资,50-150人,互联网/电子商务,"['上海-徐汇区', '3-4年经验', '本科', '招若干人']"
先行技术研究院-技术开发,1-1.5万/月,合资,10000人以上,机械/设备/重工,"['异地招聘', '2年经验', '本科', '招若干人']"
后端开发工程师,1.3-1.7万/月,外资（欧美）,少于50人,仪器仪表/工业自动化,"['青岛-李沧区', '2年经验', '本科', '招2人']"
java开发(业务中台方向),1.5-2.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['深圳-福田区', '5-7年经验', '本科', '招若干人']"
高级数据开发工程师,1.5-2万/月,民营公司,少于50人,通信/电信/网络设备,"['西安-雁塔区', '3-4年经验', '本科', '招3人']"
Java开发工程师,0.8-1.2万/月,民营公司,50-150人,金融/投资/证券,"['武汉-洪山区', '1年经验', '大专', '招3人']"
PHP开发工程师,1-1.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
数据开发工程师,1-2.2万/月,民营公司,少于50人,金融/投资/证券,"['上海-浦东新区', '1年经验', '本科', '招2人']"
高级JAVA开发工程师,2-3.5万/月,创业公司,50-150人,互联网/电子商务,"['杭州-上城区', '5-7年经验', '本科', '招2人']"
Java高级工程师,1.2-2.5万/月,民营公司,150-500人,新能源,"['深圳', '5-7年经验', '本科', '招1人']"
Java高级开发工程师,1-1.5万/月,民营公司,50-150人,通信/电信/网络设备,"['成都-青羊区', '5-7年经验', '本科', '招1人']"
高级研发工程师,1.2-2万/月,民营公司,少于50人,电气/电力/水利,"['南京-雨花台区', '3-4年经验', '本科', '招3人']"
java开发工程师,0.8-1.5万/月,非营利组织,少于50人,专业服务(咨询、人力资源、财会),"['济南-历城区', '3-4年经验', '本科', '招若干人']"
java 软件开发工程师,0.8-1.2万/月,民营公司,50-150人,计算机软件,"['无锡', '3-4年经验', '本科', '招1人']"
QT开发工程师,1-1.5万/月,民营公司,1000-5000人,计算机软件,"['异地招聘', '2年经验', '大专', '招5人']"
数据开发工程师,0.7-1.5万/月,民营公司,1000-5000人,服装/纺织/皮革,"['深圳', '3-4年经验', '本科', '招1人']"
Java软件开发工程师,1-2.5万/月,民营公司,150-500人,制药/生物工程,"['西安-高新技术产业开发区', '5-7年经验', '大专', '招若干人']"
后端开发工程师,0.8-1.2万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['武汉-洪山区', '3-4年经验', '本科', '招若干人']"
售前架构师,1.8-2.2万/月,民营公司,50-150人,互联网/电子商务,"['广州-天河区', '5-7年经验', '本科', '招若干人']"
系统架构师java-融创大健康科技,1.5-3万/月,民营公司,150-500人,互联网/电子商务,"['广州-天河区', '8-9年经验', '本科', '招2人']"
Java中级开发工程师,0.9-1.4万/月,民营公司,150-500人,通信/电信/网络设备,"['重庆-渝北区', '3-4年经验', '本科', '招1人']"
Java开发工程师,0.5-1万/月,民营公司,少于50人,计算机软件,"['长沙-岳麓区', '2年经验', '本科', '招1人']"
Java高级开发工程师,1.5-2万/月,合资,50-150人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招2人']"
三维研发（研究岗）（先进遥感技术团队）,1.5-2.5万/月,事业单位,1000-5000人,学术/科研,"['佛山-南海区', '3-4年经验', '硕士', '招2人']"
Java开发工程师,1.5-2.5万/月,民营公司,50-150人,专业服务(咨询、人力资源、财会),"['上海-杨浦区', '3-4年经验', '本科', '招2人']"
数据挖掘与分析管理,0.7-1万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '1年经验', '本科', '招3人']"
数据架构师,1.5-2.5万/月,合资,10000人以上,建筑/建材/工程,"['佛山-禅城区', '5-7年经验', '本科', '招若干人']"
JAava软件开发工程师,4-8千/月,民营公司,少于50人,计算机软件,"['昆明-五华区', '2年经验', '大专', '招3人']"
云服务解决方案工程师（SA）,1.5-2万/月,民营公司,50-150人,多元化业务集团公司,"['西安-长安区', '3-4年经验', '本科', '招1人']"
（世界500强国企）数据开发工程师,1.5-2万/月,民营公司,50-150人,教育/培训/院校,"['上海-徐汇区', '3-4年经验', '本科', '招20人']"
C++开发工程师,0.8-1万/月,民营公司,50-150人,计算机软件,"['成都-武侯区', '3-4年经验', '大专', '招3人']"
数据工程师,1-1.5万/月,民营公司,50-150人,互联网/电子商务,"['郑州-郑东新区', '3-4年经验', '本科', '招2人']"
数据挖掘工程师,2-2.5万/月,民营公司,50-150人,电子技术/半导体/集成电路,"['异地招聘', '3-4年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,民营公司,少于50人,环保,"['武汉-洪山区', '3-4年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,上市公司,1000-5000人,电子技术/半导体/集成电路,"['上海-杨浦区', '3-4年经验', '本科', '招5人']"
Java高级开发工程师,1.2-1.8万/月,国企,10000人以上,计算机软件,"['南京-雨花台区', '5-7年经验', '本科', '招1人']"
JAVA工程师 (工作地点：东莞长安),1.2-1.6万/月,民营公司,1000-5000人,电子技术/半导体/集成电路,"['东莞', '3-4年经验', '大专', '招4人']"
总架构师,40-80万/年,民营公司,150-500人,通信/电信运营、增值服务,"['上海', '10年以上经验', '本科', '招1人']"
系统架构师,1.5-2万/月,民营公司,50-150人,计算机软件,"['苏州-工业园区', '8-9年经验', '本科', '招1人']"
SYH302- Java开发工程师,1-1.5万/月,民营公司,1000-5000人,电气/电力/水利,"['南京', '2年经验', '本科', '招1人']"
PHP高级开发工程师,1.1-1.5万/月,民营公司,150-500人,互联网/电子商务,"['长沙-开福区', '3-4年经验', '高中', '招2人']"
Java开发工程师,0.8-1万/月,外资（欧美）,少于50人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '2年经验', '本科', '招3人']"
java开发（环境信息化）,1.1-1.7万/月,上市公司,5000-10000人,仪器仪表/工业自动化,"['杭州-滨江区', '3-4年经验', '本科', '招2人']"
软件开发工程师,20-30万/年,国企,1000-5000人,交通/运输/物流,"['上海-普陀区', '3-4年经验', '本科', '招3人']"
技术主管,1.5-2.5万/月,民营公司,1000-5000人,互联网/电子商务,"['厦门-集美区', '5-7年经验', '本科', '招若干人']"
产品技术工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['南京', '2年经验', '大专', '招3人']"
数据治理专家,3-5万/月,上市公司,150-500人,计算机软件,"['上海-长宁区', '5-7年经验', '本科', '招1人']"
Java开发工程师（物联网方向）,1-1.5万/月,上市公司,1000-5000人,计算机服务(系统、数据服务、维修),"['成都', '5-7年经验', '本科', '招2人']"
GIS研发工程师,1.1-1.8万/月,事业单位,150-500人,计算机软件,"['深圳', '3-4年经验', '硕士', '招2人']"
软件需求经理,0.8-1.5万/月,民营公司,150-500人,计算机软件,"['武汉-洪山区', '5-7年经验', '本科', '招1人']"
高级软件工程师,1-1.5万/月,民营公司,50-150人,电子技术/半导体/集成电路,"['深圳-光明新区', '3-4年经验', '本科', '招2人']"
Java开发工程师,0.7-1.2万/月,民营公司,150-500人,通信/电信运营、增值服务,"['厦门', '1年经验', '大专', '招5人']"
Java开发工程师,1.2-1.5万/月,民营公司,150-500人,多元化业务集团公司,"['上海-虹口区', '3-4年经验', '本科', '招2人']"
系统架构师,2.5-4万/月,民营公司,150-500人,计算机软件,"['苏州-工业园区', '8-9年经验', '本科', '招1人']"
软件开发工程师,6-8千/月,民营公司,,电子技术/半导体/集成电路,"['西安-高新技术产业开发区', '2年经验', '大专', '招2人']"
软件工程师,0.8-1万/月,民营公司,少于50人,计算机软件,"['长春-南关区', '3-4年经验', '本科', '招若干人']"
Java架构师,3.5-5万/月,民营公司,150-500人,互联网/电子商务,"['上海', '5-7年经验', '大专', '招2人']"
PHP高级开发工程师,1.5-2万/月,民营公司,50-150人,影视/媒体/艺术/文化传播,"['上海-闵行区', '3-4年经验', '大专', '招1人']"
数智化工程师,15-20万/年,国企,5000-10000人,建筑/建材/工程,"['合肥-高新区', '无需经验', '本科', '招若干人']"
C++开发工程师,1-1.5万/月,民营公司,少于50人,计算机软件,"['异地招聘', '2年经验', '大专', '招若干人']"
Java开发工程师-天津,0.8-1.5万/月,上市公司,1000-5000人,计算机软件,"['天津', '3-4年经验', '本科', '招5人']"
CRM工程师 (15-25K，14薪),20-30万/年,民营公司,50-150人,公关/市场推广/会展,"['上海-浦东新区', '1年经验', '大专', '招2人']"
招标工程师（ERP系统）,1.5-2.5万/月,民营公司,10000人以上,房地产,"['深圳-南山区', '5-7年经验', '本科', '招1人']"
Java开发经理,2.5-3.5万/月,民营公司,50-150人,生活服务,"['杭州-滨江区', '5-7年经验', '本科', '招1人']"
并行计算高级工程师,1.5-2万/月,民营公司,少于50人,计算机软件,"['无锡-滨湖区', '3-4年经验', '本科', '招5人']"
CRM开发工程师,1.5-3万/月,民营公司,1000-5000人,金融/投资/证券,"['上海-浦东新区', '2年经验', '本科', '招2人']"
云平台架构师,15-50万/年,国企,10000人以上,汽车,"['武汉-武汉经济开发区', '3-4年经验', '本科', '招1人']"
Java开发工程师,1.5-2.5万/月,合资,50-150人,互联网/电子商务,"['上海-徐汇区', '3-4年经验', '本科', '招若干人']"
先行技术研究院-技术开发,1-1.5万/月,合资,10000人以上,机械/设备/重工,"['异地招聘', '2年经验', '本科', '招若干人']"
java开发(业务中台方向),1.5-2.5万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['深圳-福田区', '5-7年经验', '本科', '招若干人']"
高级数据开发工程师,1.5-2万/月,民营公司,少于50人,通信/电信/网络设备,"['西安-雁塔区', '3-4年经验', '本科', '招3人']"
Java开发工程师,0.8-1.2万/月,民营公司,50-150人,金融/投资/证券,"['武汉-洪山区', '1年经验', '大专', '招3人']"
PHP开发工程师,1-1.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['上海-徐汇区', '3-4年经验', '本科', '招1人']"
数据开发工程师,1-2.2万/月,民营公司,少于50人,金融/投资/证券,"['上海-浦东新区', '1年经验', '本科', '招2人']"
高级JAVA开发工程师,2-3.5万/月,创业公司,50-150人,互联网/电子商务,"['杭州-上城区', '5-7年经验', '本科', '招2人']"
Java高级工程师,1.2-2.5万/月,民营公司,150-500人,新能源,"['深圳', '5-7年经验', '本科', '招1人']"
高级研发工程师,1.2-2万/月,民营公司,少于50人,电气/电力/水利,"['南京-雨花台区', '3-4年经验', '本科', '招3人']"
java开发工程师,0.8-1.5万/月,非营利组织,少于50人,专业服务(咨询、人力资源、财会),"['济南-历城区', '3-4年经验', '本科', '招若干人']"
数据开发工程师,0.7-1.5万/月,民营公司,1000-5000人,服装/纺织/皮革,"['深圳', '3-4年经验', '本科', '招1人']"
Java软件开发工程师,1-2.5万/月,民营公司,150-500人,制药/生物工程,"['西安-高新技术产业开发区', '5-7年经验', '大专', '招若干人']"
后端开发工程师,0.8-1.2万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['武汉-洪山区', '3-4年经验', '本科', '招若干人']"
售前架构师,1.8-2.2万/月,民营公司,50-150人,互联网/电子商务,"['广州-天河区', '5-7年经验', '本科', '招若干人']"
系统架构师java-融创大健康科技,1.5-3万/月,民营公司,150-500人,互联网/电子商务,"['广州-天河区', '8-9年经验', '本科', '招2人']"
Java中级开发工程师,0.9-1.4万/月,民营公司,150-500人,通信/电信/网络设备,"['重庆-渝北区', '3-4年经验', '本科', '招1人']"
Java开发工程师,0.5-1万/月,民营公司,少于50人,计算机软件,"['长沙-岳麓区', '2年经验', '本科', '招1人']"
Java高级开发工程师,1.5-2万/月,合资,50-150人,计算机软件,"['异地招聘', '5-7年经验', '本科', '招2人']"
数据挖掘与分析管理,0.7-1万/月,民营公司,50-150人,计算机服务(系统、数据服务、维修),"['上海-浦东新区', '1年经验', '本科', '招3人']"
数据架构师,1.5-2.5万/月,合资,10000人以上,建筑/建材/工程,"['佛山-禅城区', '5-7年经验', '本科', '招若干人']"
架构师,40-60万/年,国企,50-150人,金融/投资/证券,"['南京-雨花台区', '8-9年经验', '本科', '招1人']"
Java数据架构师,2.5-3.5万/月,合资,少于50人,互联网/电子商务,"['成都', '8-9年经验', '硕士', '招若干人']"
Java开发工程师,7-9千/月,上市公司,5000-10000人,通信/电信运营、增值服务,"['北京-海淀区', '2年经验', '本科', '招5人']"
软件工程师(前端),1-2.5万/月,民营公司,50-150人,计算机软件,"['北京-海淀区', '1年经验', '大专', '招5人']"
MES维护工程师,1-1.5万/月,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),"['天津-滨海新区', '3-4年经验', '本科', '招1人']"
Java开发工程师（上市公司）,1.8-3.2万/月,民营公司,50-150人,互联网/电子商务,"['上海-宝山区', '3-4年经验', '本科', '招若干人']"
Java开发工程师,1.5-2万/月,上市公司,1000-5000人,计算机软件,"['广州-黄埔区', '3-4年经验', '本科', '招若干人']"
JAVA技术总监,20-30万/年,民营公司,少于50人,计算机软件,"['宁波-鄞州区', '5-7年经验', '本科', '招1人']"
PHP软件工程师、PHP程序员、php开发、php开发工程师,0.6-1.5万/月,民营公司,少于50人,互联网/电子商务,"['深圳-龙岗区', '1年经验', '大专', '招5人']"
高级软件开发工程师,1-2万/月,民营公司,少于50人,专业服务(咨询、人力资源、财会),"['深圳', '3-4年经验', '本科', '招1人']"
C/C++工程师,1-1.6万/月,民营公司,50-150人,计算机软件,"['南京-溧水区', '1年经验', '本科', '招1人']"
系统架构师/开发经理,1.5-2.5万/月,民营公司,50-150人,计算机软件,"['合肥-高新区', '3-4年经验', '本科', '招1人']"
Java开发工程师,0.8-1.5万/月,民营公司,50-150人,计算机软件,"['南京-江宁区', '1年经验', '本科', '招5人']"
应用工程师,1-1.5万/月,合资,50-150人,计算机软件,"['杭州-余杭区', '3-4年经验', '本科', '招若干人']"
五年以上，Java开发,1-1.5万/月,民营公司,10000人以上,房地产,"['长沙-雨花区', '5-7年经验', '本科', '招若干人']"
C/C++开发工程师,15-20万/年,民营公司,50-150人,计算机软件,"['上海-浦东新区', '2年经验', '大专', '招3人']"
Java中级开发工程师,1.3-1.7万/月,民营公司,50-150人,计算机软件,"['北京-东城区', '3-4年经验', '大专', '招1人']"
高级Java开发工程师(J11156),1.5-2万/月,民营公司,50-150人,计算机软件,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
Java开发工程师,6-8千/月,民营公司,1000-5000人,汽车,"['徐州', '2年经验', '招2人']"
python 后端工程师,1-1.5万/月,民营公司,50-150人,金融/投资/证券,"['深圳-宝安区', '2年经验', '本科', '招2人']"
软件开发工程师,6-8千/月,民营公司,50-150人,仪器仪表/工业自动化,"['洛阳', '3-4年经验', '本科', '招1人']"
嵌入式主任研发工程师,1-2.5万/月,民营公司,50-150人,仪器仪表/工业自动化,"['宜昌', '2年经验', '硕士', '招5人']"
软件工程师,6-8千/月,外资（非欧美）,1000-5000人,服装/纺织/皮革,"['苏州', '1年经验', '大专', '招1人']"
PHP 资深工程师,1-1.5万/月,民营公司,150-500人,计算机软件,"['长沙-天心区', '3-4年经验', '本科', '招2人']"
java开发（五险一金，餐补）,4-6千/月,民营公司,500-1000人,互联网/电子商务,"['洛阳', '2年经验', '本科', '招3人']"
Java开发工程师,20-30万/年,国企,150-500人,互联网/电子商务,"['深圳-南山区', '5-7年经验', '本科', '招2人']"
Java高级开发工程师,1-1.5万/月,民营公司,少于50人,交通/运输/物流,"['南通-港闸区', '3-4年经验', '本科', '招1人']"
Java项目经理,1.5-2万/月,民营公司,50-150人,计算机软件,"['长沙-岳麓区', '5-7年经验', '本科', '招1人']"
Java高级开发工程师,1.5-3万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['上海-松江区', '3-4年经验', '本科', '招若干人']"
Java开发工程师,1.2-2.5万/月,民营公司,500-1000人,计算机软件,"['深圳-龙华区', '无需经验', '本科', '招若干人']"
Java架构师,2-3万/月,国企,1000-5000人,学术/科研,"['武汉-东湖新技术产业开发区', '8-9年经验', '本科', '招1人']"
软件开发工程师（.NET）,0.6-1万/月,民营公司,1000-5000人,办公用品及设备,"['珠海', '1年经验', '大专', '招1人']"
软件设计工程师,4.5-6千/月,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,"['昆山', '3-4年经验', '大专', '招3人']"
云计算架构师,1-2万/月,国企,500-1000人,计算机软件,"['西安-碑林区', '3-4年经验', '本科', '招2人']"
高级软件工程师（智能控制）,15-20万/年,民营公司,50-150人,计算机硬件,"['北京-朝阳区', '1年经验', '本科', '招2人']"
MES应用工程师,1-1.5万/月,民营公司,少于50人,机械/设备/重工,"['上海-松江区', '3-4年经验', '中专', '招1人']"
PHP高级开发工程师,1.5-2.5万/月,民营公司,少于50人,计算机软件,"['北京-海淀区', '5-7年经验', '本科', '招若干人']"
Java开发工程师,0.8-1万/月,民营公司,500-1000人,计算机软件,"['海口', '2年经验', '大专', '招1人']"
嵌入式软件工程师,0.8-1万/月,民营公司,少于50人,电子技术/半导体/集成电路,"['南京-浦口区', '3-4年经验', '本科', '招若干人']"
Java开发工程师,0.7-1.2万/月,创业公司,少于50人,计算机软件,"['徐州-泉山区', '2年经验', '大专', '招3人']"
.net 工程师,1.2-1.8万/月,民营公司,少于50人,计算机软件,"['深圳-宝安区', '5-7年经验', '大专', '招若干人']"
Java高级开发工程师,1.5-2.5万/月,民营公司,50-150人,互联网/电子商务,"['西安-高新技术产业开发区', '5-7年经验', '本科', '招2人']"
.NET开发工程师,0.8-1.5万/月,民营公司,150-500人,互联网/电子商务,"['广州-天河区', '5-7年经验', '大专', '招2人']"
技术经理,1.5-2万/月,民营公司,150-500人,计算机软件,"['南京-雨花台区', '5-7年经验', '本科', '招1人']"
C++开发工程师,0.8-1万/月,民营公司,150-500人,通信/电信/网络设备,"['北京-昌平区', '2年经验', '大专', '招2人']"
智能化主管-部门经理,0.8-1.2万/月,民营公司,1000-5000人,建筑/建材/工程,"['石家庄', '5-7年经验', '大专', '招1人']"
嵌入式软件工程师,0.8-1.5万/月,民营公司,150-500人,电子技术/半导体/集成电路,"['上海-浦东新区', '2年经验', '本科', '招3人']"
Java中级开发工程师,0.6-2万/月,民营公司,50-150人,计算机软件,"['上海-嘉定区', '3-4年经验', '本科', '招2人']"
java高级工程师,0.6-1.5万/月,上市公司,10000人以上,批发/零售,"['长沙-岳麓区', '3-4年经验', '大专', '招1人']"
Java开发工程师,15-20万/年,民营公司,50-150人,电气/电力/水利,"['西安', '5-7年经验', '大专', '招若干人']"
高级JAVA服务器开发工程师,1-1.5万/月,民营公司,50-150人,计算机软件,"['东莞-南城区', '2年经验', '大专', '招若干人']"
Java开发（中级）,0.8-1.5万/月,民营公司,500-1000人,计算机软件,"['杭州', '2年经验', '本科', '招3人']"
Java架构师,2.5-3.5万/月,民营公司,1000-5000人,汽车,"['深圳-福田区', '5-7年经验', '本科', '招1人']"
Java开发工程师,1-1.8万/月,上市公司,50-150人,计算机软件,"['深圳-南山区', '3-4年经验', '大专', '招1人']"
后端.net开发工程师,1-1.5万/月,民营公司,50-150人,互联网/电子商务,"['苏州-工业园区', '3-4年经验', '大专', '招1人']"
后端开发工程师（高级）,1.5-2.5万/月,民营公司,1000-5000人,多元化业务集团公司,"['深圳', '5-7年经验', '本科', '招若干人']"
云计算工程师,0.6-1.2万/月,民营公司,150-500人,计算机服务(系统、数据服务、维修),"['杭州-西湖区', '2年经验', '大专', '招若干人']"
Java初级开发工程师（外包）,6-8千/月,民营公司,少于50人,计算机软件,"['南京-鼓楼区', '1年经验', '招若干人']"
商品专员/数据专员,4.5-6千/月,民营公司,150-500人,批发/零售,"['东莞-虎门镇', '1年经验', '招1人']"
软件开发工程师,1.5-2.5万/月,民营公司,150-500人,金融/投资/证券,"['上海-浦东新区', '3-4年经验', '本科', '招1人']"
资深架构师,0.8-1.5万/月,民营公司,少于50人,学术/科研,"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
架构师,2-4.5万/月,国企,150-500人,计算机软件,"['深圳-福田区', '8-9年经验', '本科', '招若干人']"
数据开发工程师,1.4-1.9万/月,创业公司,50-150人,计算机软件,"['成都-武侯区', '5-7年经验', '大专', '招若干人']"
Java高级开发工程师,1.5-2万/月,民营公司,50-150人,计算机软件,"['宁波-鄞州区', '5-7年经验', '大专', '招4人']"
软件开发,0.8-1万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['昆明', '3-4年经验', '本科', '招5人']"
三维GIS开发工程师,0.8-1.5万/月,民营公司,50-150人,计算机软件,"['南京-秦淮区', '2年经验', '本科', '招2人']"
Java开发工程师,1-1.5万/月,上市公司,150-500人,电气/电力/水利,"['南京-浦口区', '3-4年经验', '本科', '招1人']"
高级架构师（java）,2.5-3万/月,民营公司,50-150人,计算机软件,"['杭州-上城区', '5-7年经验', '本科', '招1人']"
系统架构师,2-2.5万/月,民营公司,50-150人,计算机软件,"['合肥-高新区', '8-9年经验', '本科', '招1人']"
Java开发工程师,1-1.5万/月,民营公司,少于50人,计算机软件,"['成都-高新区', '5-7年经验', '大专', '招若干人']"
数据开发工程师（BI方向/Java后端）,1.3-1.7万/月,民营公司,500-1000人,房地产,"['南京-江宁区', '5-7年经验', '本科', '招1人']"
Java开发工程师,1.5-2.5万/月,合资,150-500人,计算机服务(系统、数据服务、维修),"['上海-虹口区', '5-7年经验', '本科', '招1人']"
JAVA开发工程师3549,0.8-1.2万/月,民营公司,5000-10000人,制药/生物工程,"['石家庄', '3-4年经验', '本科', '招1人']"
高级Java工程师(J10981),1.5-2万/月,上市公司,10000人以上,计算机软件,"['上海', '3-4年经验', '本科', '招1人']"
Java开发工程师,1-1.1万/月,外资（欧美）,500-1000人,计算机软件,"['沈阳-铁西区', '2年经验', '本科', '招若干人']"
Javascript高级开发工程师,1.8-2.6万/月,民营公司,150-500人,计算机软件,"['上海', '5-7年经验', '本科', '招3人']"
后端开发工程师,1.5-2.5万/月,民营公司,150-500人,金融/投资/证券,"['上海-青浦区', '2年经验', '本科', '招2人']"
嵌入式软件工程师,0.8-1.4万/月,民营公司,500-1000人,酒店/旅游,"['长沙-雨花区', '2年经验', '大专', '招1人']"
软件开发工程师（.Net方向）,2-3万/月,国企,5000-10000人,汽车,"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
BI工程师,0.8-1.4万/月,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),"['珠海', '3-4年经验', '大专', '招1人']"
流式计算资深研发工程师,3-6万/月,创业公司,少于50人,计算机软件,"['北京-朝阳区', '5-7年经验', '本科', '招1人']"
Java开发工程师-京日找房信息,1.1-2万/月,外资（非欧美）,1000-5000人,多元化业务集团公司,"['苏州-工业园区', '2年经验', '大专', '招2人']"
开发工程师,1-2万/月,民营公司,少于50人,计算机软件,"['北京-海淀区', '3-4年经验', '本科', '招1人']"
Java开发工程师,1.5-2万/月,合资,50-150人,计算机软件,"['上海-杨浦区', '3-4年经验', '本科', '招1人']"
服务端高级开发工程师(Linux),2-3万/月,民营公司,50-150人,通信/电信/网络设备,"['北京-丰台区', '5-7年经验', '本科', '招2人']"
Java开发工程师,2.5-3万/月,国企,500-1000人,计算机服务(系统、数据服务、维修),"['天津', '5-7年经验', '硕士', '招若干人']"
数据平台开发,2-2.5万/月,国企,50-150人,互联网/电子商务,"['上海', '5-7年经验', '本科', '招1人']"
Java开发经理,2.2-3万/月,民营公司,50-150人,计算机软件,"['上海-浦东新区', '8-9年经验', '本科', '招1人']"
高级后端开发工程师,2.5-3万/月,民营公司,少于50人,计算机软件,"['上海-普陀区', '5-7年经验', '大专', '招1人']"
C++高级软件设计师,1.2-2.4万/月,国企,500-1000人,仪器仪表/工业自动化,"['北京', '5-7年经验', '本科', '招若干人']"
后端软件工程师,0.7-1.2万/月,民营公司,50-150人,医疗设备/器械,"['成都-成华区', '2年经验', '大专', '招1人']"
高级Java开发工程师,1.5-2万/月,国企,500-1000人,计算机软件,"['广州-黄埔区', '5-7年经验', '本科', '招1人']"
Java开发工程师（AEC）,1.5-3万/月,民营公司,50-150人,计算机软件,"['北京-海淀区', '5-7年经验', '本科', '招若干人']"
JAVA 高级开发工程师,1.5-1.8万/月,外资（非欧美）,150-500人,教育/培训/院校,"['上海-长宁区', '5-7年经验', '本科', '招1人']"
JAVA高级工程师,0.8-1.5万/月,民营公司,150-500人,计算机软件,"['北京-昌平区', '3-4年经验', '本科', '招4人']"
Python开发工程师,0.7-1万/月,民营公司,150-500人,教育/培训/院校,"['西安-雁塔区', '2年经验', '本科', '招2人']"
Java高级开发工程师,1.2-1.6万/月,民营公司,150-500人,计算机软件,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
JAVA开发工程师,1.8-2.5万/月,外资（非欧美）,50-150人,互联网/电子商务,"['北京-朝阳区', '5-7年经验', '本科', '招1人']"
数据开发工程师,2-3万/月,民营公司,150-500人,互联网/电子商务,"['上海-宝山区', '5-7年经验', '本科', '招1人']"
油藏模拟工程师,1.2-2.5万/月,民营公司,少于50人,计算机服务(系统、数据服务、维修),"['长沙-长沙县', '1年经验', '本科', '招2人']"
Java高级开发工程师,1.5-2万/月,民营公司,50-150人,教育/培训/院校,"['深圳-龙岗区', '5-7年经验', '本科', '招1人']"
